iteration,file,triples,loadTime,query1,query2
2,../data/edm_data28.nt,10000000,186.6,0.75,0.07
2,../data/edm_data29.nt,10000000,171.92,1.15,0.05
2,../data/edm_data30.nt,10000000,152.6,1.22,0.03
2,../data/edm_data31.nt,10000000,154.43,0.52,0.09
2,../data/edm_data32.nt,10000000,323.47,0.95,0.39
2,../data/edm_data33.nt,10000000,425.04,0.97,0.25
2,../data/edm_data34.nt,10000000,287.47,0.77,0.2
2,../data/edm_data35.nt,10000000,273.37,1.03,0.28
2,../data/edm_data36.nt,10000000,292.6,2.61,0.12
2,../data/edm_data37.nt,10000000,300.78,1.3,0.85
2,../data/edm_data38.nt,2629063,104.04,1.07,0.21
