iteration,file,triples,loadTime,query1,query2
2,../data/edm_data28.nt,10000000,370.67,2.1,2.05
2,../data/edm_data29.nt,10000000,52.96,1.99,2.05
2,../data/edm_data30.nt,10000000,346.59,2.14,1.98
2,../data/edm_data31.nt,10000000,325.41,2.1,2.07
2,../data/edm_data32.nt,10000000,335.87,2.13,2.09
2,../data/edm_data33.nt,10000000,392.74,2.15,2.08
2,../data/edm_data34.nt,10000000,433.0,2.05,2.1
2,../data/edm_data35.nt,10000000,392.82,2.16,2.05
2,../data/edm_data36.nt,10000000,358.11,2.19,2.06
2,../data/edm_data37.nt,10000000,431.56,2.05,2.03
2,../data/edm_data38.nt,2629063,156.79,2.05,2.05
